ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Brandschutzmanschette Polypropylen;;;96005090;Dural GmbH;10000;286,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.040.3100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf waagerecht Kunststoff DN 70;;;96007092;Dural GmbH;10000;65,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf ABS, Edelstahl (V2A, 304) gebürstet natur;;;96021010;Dural GmbH;10000;193,98;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Edelstahl (V2A, 304) pulverbeschichtet schwarz matt (RAL 9005);;;96111010C;Dural GmbH;10000;65,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Edelstahl (V2A, 304) pulverbeschichtet weiss matt (RAL 9003);;;96121010C;Dural GmbH;10000;65,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Edelstahl (V2A, 304) poliert gold;;;961221010C;Dural GmbH;10000;65,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Diverse;;;96506010F;Dural GmbH;10000;129,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Diverse;;;96506010N;Dural GmbH;10000;129,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Diverse;;;96506015F;Dural GmbH;10000;156,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Diverse;;;96506015N;Dural GmbH;10000;156,88;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Bodenablauf Diverse;;;96507610F;Dural GmbH;10000;141,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;;;;;;;;;;070.020.0240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Basisprofilerhöhung Polyamid eloxiert blau Höhe 8 mm, Länge 76 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590000000000;Dural GmbH;10000;8,34;;;;;;;;;;;;;;;;010.090.0020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Übergangsprofil Aluminium eloxiert silber Länge 100 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590111002250;Dural GmbH;10000;26,82;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium eloxiert silber Länge 100 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590111003200;Dural GmbH;10000;27,8;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LVT-Übergangsprofil Aluminium eloxiert silber Höhe 3,5 mm, Länge 100 cm für Design- und Vinylbeläge;;;590111003601;Dural GmbH;10000;22,98;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium eloxiert silber Länge 100 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590111004400;Dural GmbH;10000;31,84;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LVT-Abschlussprofil Aluminium eloxiert silber Höhe 3,5 mm, Länge 100 cm für Design- und Vinylbeläge;;;59011100600;Dural GmbH;10000;27,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0010;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Übergangsprofil Aluminium eloxiert silber Länge 270 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590112702250;Dural GmbH;10000;25,54;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium eloxiert silber Länge 270 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590112703200;Dural GmbH;10000;26,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LVT-Übergangsprofil Aluminium eloxiert silber Höhe 3,5 mm, Länge 270 cm für Design- und Vinylbeläge;;;590112703621;Dural GmbH;10000;21,72;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium eloxiert silber Länge 270 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590112704400;Dural GmbH;10000;30,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LVT-Abschlussprofil Aluminium eloxiert silber Höhe 3,5 mm, Länge 270 cm für Design- und Vinylbeläge;;;59011270600;Dural GmbH;10000;28,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0020;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LVT-Abschlussprofil Aluminium eloxiert silber Höhe 3,5 mm, Länge 270 cm für Design- und Vinylbeläge;;;59011270601;Dural GmbH;10000;25,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0030;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Übergangsprofil Aluminium eloxiert titan Länge 100 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590161002250;Dural GmbH;10000;27,26;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium eloxiert titan Länge 100 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590161003200;Dural GmbH;10000;28,24;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LVT-Übergangsprofil Aluminium eloxiert titan Höhe 3,5 mm, Länge 100 cm für Design- und Vinylbeläge;;;590161003601;Dural GmbH;10000;23,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium eloxiert titan Länge 100 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590161004400;Dural GmbH;10000;32,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LVT-Abschlussprofil Aluminium eloxiert titan Höhe 3,5 mm, Länge 100 cm für Design- und Vinylbeläge;;;59016100600;Dural GmbH;10000;27,62;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0040;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Übergangsprofil Aluminium eloxiert titan Länge 270 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590162702250;Dural GmbH;10000;25,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium eloxiert titan Länge 270 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590162703200;Dural GmbH;10000;26,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LVT-Übergangsprofil Aluminium eloxiert titan Höhe 3,5 mm, Länge 270 cm für Design- und Vinylbeläge;;;590162703601;Dural GmbH;10000;22,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Abschlussprofil Aluminium eloxiert titan Länge 270 cm für Parkett-, Laminat-, Teppich- und Designbeläge;;;590162704400;Dural GmbH;10000;30,92;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.010.0120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LVT-Abschlussprofil Aluminium eloxiert titan Höhe 3,5 mm, Länge 270 cm für Design- und Vinylbeläge;;;59016270600;Dural GmbH;10000;26,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0050;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sockelleiste PVC weiss 60 mm, Länge 250 cm;;;7020309;Dural GmbH;10000;4,6;;;;;;;;;;;;;;;;090.010.1500;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sockelleiste PVC dunkelgrau 60 mm, Länge 250 cm;;;7020312;Dural GmbH;10000;4,6;;;;;;;;;;;;;;;;090.010.1510;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sockelleiste PVC, HDF hellgrau 60 mm, Länge 255 cm;;;7020450;Dural GmbH;10000;5,22;;;;;;;;;;;;;;;;090.010.1520;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sockelleiste PVC, HDF weiss 60 mm, Länge 255 cm;;;7020451;Dural GmbH;10000;5,22;;;;;;;;;;;;;;;;090.010.1530;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sockelleiste PVC, HDF dunkelgrau 60 mm, Länge 255 cm;;;7020456;Dural GmbH;10000;5,22;;;;;;;;;;;;;;;;090.010.1540;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Sockelleiste PVC, HDF schwarz 60 mm, Länge 255 cm;;;7020461;Dural GmbH;10000;5,22;;;;;;;;;;;;;;;;090.010.1550;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Lamellendübel PVC 250 Stück für Bodenbelagsprofile;;;70384201;Dural GmbH;10000;69,2;;;;;;;;;;;;;;;;010.020.0230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Lamellendübel PVC grau Multifunktionsbox 500 Stück;;;70384202;Dural GmbH;10000;129,12;;;;;;;;;;;;;;;;010.020.0240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Lamellendübel PVC Beutel 20 Stück;;;70384203;Dural GmbH;10000;4,1;;;;;;;;;;;;;;;;010.020.0250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert silber Breite 30 mm, Länge 100 cm;;;710111003000;Dural GmbH;10000;11,62;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0060;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert silber selbstklebend Breite 30 mm, Länge 100 cm;;;710111003001;Dural GmbH;10000;14,66;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0070;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 Breite 30 mm, Länge 100 cm;;;710111003011;Dural GmbH;10000;12,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0080;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 selbstklebend Breite 30 mm, Länge 100 cm;;;710111003111;Dural GmbH;10000;15,86;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0090;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert silber Breite 40 mm, Länge 100 cm;;;710111004000;Dural GmbH;10000;13,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0100;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert silber selbstklebend Breite 40 mm, Länge 100 cm;;;710111004001;Dural GmbH;10000;16,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert, gebürstet silber selbstklebend Breite 40 mm, Länge 100 cm;;;710111004007;Dural GmbH;10000;22,84;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 Breite 40 mm, Länge 100 cm;;;710111004011;Dural GmbH;10000;15,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 selbstklebend Breite 40 mm, Länge 100 cm;;;710111004111;Dural GmbH;10000;18,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert silber Breite 30 mm, Länge 270 cm;;;710112703000;Dural GmbH;10000;11,06;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert silber selbstklebend Breite 30 mm, Länge 270 cm;;;710112703001;Dural GmbH;10000;13,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 Breite 30 mm, Länge 270 cm;;;710112703011;Dural GmbH;10000;12,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 selbstklebend Breite 30 mm, Länge 270 cm;;;710112703111;Dural GmbH;10000;15,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert silber Breite 40 mm, Länge 270 cm;;;710112704000;Dural GmbH;10000;13,3;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert silber selbstklebend Breite 40 mm, Länge 270 cm;;;710112704001;Dural GmbH;10000;16,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert, gebürstet silber selbstklebend Breite 40 mm, Länge 270 cm;;;710112704007;Dural GmbH;10000;21,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 Breite 40 mm, Länge 270 cm;;;710112704011;Dural GmbH;10000;14,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0220;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 selbstklebend Breite 40 mm, Länge 270 cm;;;710112704111;Dural GmbH;10000;17,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0230;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert titan Breite 30 mm, Länge 100 cm;;;710161003000;Dural GmbH;10000;12,68;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0240;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert titan selbstklebend Breite 30 mm, Länge 100 cm;;;710161003001;Dural GmbH;10000;15,86;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0250;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert titan Breite 40 mm, Länge 100 cm;;;710161004000;Dural GmbH;10000;15,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0260;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert titan selbstklebend Breite 40 mm, Länge 100 cm;;;710161004001;Dural GmbH;10000;18,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0270;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert, gebürstet titan selbstklebend Breite 40 mm, Länge 100 cm;;;710161004007;Dural GmbH;10000;23,56;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0280;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert titan Breite 30 mm, Länge 270 cm;;;710162703000;Dural GmbH;10000;12,08;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0290;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert titan selbstklebend Breite 30 mm, Länge 270 cm;;;710162703001;Dural GmbH;10000;15,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0300;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert titan Breite 40 mm, Länge 270 cm;;;710162704000;Dural GmbH;10000;14,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0310;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert titan selbstklebend Breite 40 mm, Länge 270 cm;;;710162704001;Dural GmbH;10000;17,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0320;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Anpassungsprofil Aluminium eloxiert, gebürstet titan selbstklebend Breite 40 mm, Länge 270 cm;;;710162704007;Dural GmbH;10000;22,48;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.030.0330;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 Breite 40 mm, Länge 100 cm;;;720100004011;Dural GmbH;10000;18,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0110;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium eloxiert silber Breite 40 mm, Länge 100 cm;;;720111004000;Dural GmbH;10000;16,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0120;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium eloxiert silber Breite 40 mm, Länge 270 cm;;;720112704000;Dural GmbH;10000;14,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0130;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium pulverbeschichtet schwarz matt RAL 9005 Breite 40 mm, Länge 270 cm;;;720112704011;Dural GmbH;10000;15,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0140;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium eloxiert titan Breite 40 mm, Länge 100 cm;;;720161004000;Dural GmbH;10000;18,02;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0150;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Dehnfugenprofil Aluminium eloxiert titan Breite 40 mm, Länge 270 cm;;;720162704000;Dural GmbH;10000;15,96;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0160;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Übergangsprofil Edelstahl unbehandelt natur Breite 30 mm, Länge 100 cm;;;740021003000;Dural GmbH;10000;6,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0170;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Übergangsprofil Edelstahl unbehandelt natur selbstklebend Breite 30 mm, Länge 100 cm;;;740021003001;Dural GmbH;10000;10,92;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0180;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Übergangsprofil Edelstahl unbehandelt natur Breite 40 mm, Länge 100 cm;;;740021004000;Dural GmbH;10000;11,12;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0190;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Übergangsprofil Edelstahl V2A unbehandelt natur Breite 30 mm, Länge 270 cm;;;740022703000;Dural GmbH;10000;5,98;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0200;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Übergangsprofil Edelstahl unbehandelt natur selbstklebend Breite 30 mm, Länge 270 cm;;;740022703001;Dural GmbH;10000;10,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;40;;;;;;;;;;080.020.0210;;;;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
