ARTIKELNAME;Handelssprache;Lokaler Artikelname;Lieferantenartikelnummer;Lieferanten Firmenname;LIEFERANTENNUMMER;Bruttokaufpreis;Zu- und Abschläge Bezeichnung 1;Zu- und Abschläge Preisart 1;Zu- und Abschläge Wert 1;Zu- und Abschläge Bezeichnung 2;Zu- und Abschläge Preisart 2;Zu- und Abschläge Wert 2;Währung;Artikel-Mengeneinheit;Matchcode;Artikel aktiv;Preis-Eintritt;Warengruppen-Name;Warengruppen Beschreibung;Steuersatz;Zugehörigen Verkaufsartikel erstellen oder aktualisieren;Verkaufsartikel-Nummer;Bruttopreis des zugehörigen Verkaufsartikels;Verkaufsartikel-Währung;Vertriebsweg;Vertriebsweg-Steuersatz;Kurztext 1;Handelssprache;Lokalisierte Kurztext 1;Kurztext 2;Handelssprache;Lokalisierte Kurztext 2;Artikelbeschreibung;Handelssprache;Lokalisierte Artikelbeschreibung;Interner Hinweis;Handelssprache;Lokalisierter interner Hinweis;Artikel-Langbeschreibung;Handelssprache;Lokalisierte Lange Artikelbeschreibung;EAN-Nummer;MPN-Nummer;Artikeltyp;Serienartikel;Hersteller;Bruttogewicht;Nettogewicht;Zolltarifnummer;Länge Artikel;Breite Artikel;Höhe Artikel;Herstellertyp;Einführungsdatum;Sicherheitstage;Mindestlagerbestand;Zielbestand;Wiederbeschaffungstage;Durchschnittliche Lieferzeit;Mindestbestellmenge;Gebindemenge;Lieferantenbestand;Dropshipping möglich;In Dropshipping-Automatisierung ignorieren;Kostenstelle Verkauf;Kostenstelle Einkauf;Kostenart;Primäre Bezugsquelle
Glasaufnahmeprofil Boden links Edelstahl V2A gebürstet natur 19 mm 200 cm für Duschflächen;;;5402190200L;Dural GmbH;10000;254,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGL 190-SF, 200;;15.07.2026;;;;;070.040.2920;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glasaufnahmeprofil Boden rechts Edelstahl V2A gebürstet natur 19 mm 200 cm für Duschflächen;;;5402190200R;Dural GmbH;10000;254,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGR 190-SF, 200;;15.07.2026;;;;;070.040.2930;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glasaufnahmeprofil Boden links Edelstahl V2A strukturbeschichtet weiss matt (RAL 9003) 19 mm 200 cm für Duschflächen;;;5402190212L;Dural GmbH;10000;298,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGL 190-12, 200;;15.07.2026;;;;;070.040.2940;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glasaufnahmeprofil Boden rechts Edelstahl V2A strukturbeschichtet weiss matt (RAL 9003) 19 mm 200 cm für Duschflächen;;;5402190212R;Dural GmbH;10000;298,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGR 190-12, 200;;15.07.2026;;;;;070.040.2950;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glas-Wandprofil Edelstahl V2A gebürstet natur 19 mm 220 cm;;;5402190220;Dural GmbH;10000;310,46;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGW 190-SF, 220;;15.07.2026;;;;;070.040.2960;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glas-Wandprofil Edelstahl V2A strukturbeschichtet weiss matt (RAL 9003) 19 mm 220 cm;;;54021902212;Dural GmbH;10000;364,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGW 190-12, 220;;15.07.2026;;;;;070.040.2970;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glas-Wandprofil Edelstahl V2A strukturbeschichtet schwarz matt RAL 9005 19 mm 220 cm;;;54021902233;Dural GmbH;10000;364,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGW 190-11, 220;;15.07.2026;;;;;070.040.2980;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glas-Wandprofil Edelstahl V2A strukturbeschichtet betongrau RAL 0006500 19 mm 220 cm;;;54021902265;Dural GmbH;10000;364,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGW 190-65, 220;;15.07.2026;;;;;070.040.2990;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glas-Wandprofil Edelstahl V2A strukturbeschichtet sand RAL 0808005 19 mm 220 cm;;;54021902280;Dural GmbH;10000;364,38;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGW 190-80, 220;;15.07.2026;;;;;070.040.3000;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glasaufnahmeprofil Boden links Edelstahl V2A strukturbeschichtet schwarz matt RAL 9005 19 mm 200 cm für Duschflächen;;;5402190233L;Dural GmbH;10000;298,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGL 190-11, 200;;15.07.2026;;;;;070.040.3010;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glasaufnahmeprofil Boden rechts Edelstahl V2A strukturbeschichtet schwarz matt RAL 9005 19 mm 200 cm für Duschflächen;;;5402190233R;Dural GmbH;10000;298,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGR 190-11, 200;;15.07.2026;;;;;070.040.3020;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glasaufnahmeprofil Boden links Edelstahl V2A strukturbeschichtet betongrau RAL 0006500 19 mm 200 cm für Duschflächen;;;5402190265L;Dural GmbH;10000;298,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGL 190-65, 200;;15.07.2026;;;;;070.040.3030;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glasaufnahmeprofil Boden rechts Edelstahl V2A strukturbeschichtet betongrau RAL 0006500 19 mm 200 cm für Duschflächen;;;5402190265R;Dural GmbH;10000;298,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGR 190-65, 200;;15.07.2026;;;;;070.040.3040;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glasaufnahmeprofil Boden links Edelstahl V2A strukturbeschichtet sand RAL 0808005 19 mm 200 cm für Duschflächen;;;5402190280L;Dural GmbH;10000;298,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGL 190-80, 200;;15.07.2026;;;;;070.040.3050;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glasaufnahmeprofil Boden rechts Edelstahl V2A strukturbeschichtet sand RAL 0808005 19 mm 200 cm für Duschflächen;;;5402190280R;Dural GmbH;10000;298,64;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGR 190-80, 200;;15.07.2026;;;;;070.040.3060;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Glas-Wandprofil LED Edelstahl V2A gebürstet natur 19 mm 220 cm IP66;;;5.40219E+11;Dural GmbH;10000;938,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKGW 190, 66-EM, 220;;15.07.2026;;;;;070.040.3070;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Gefällekeil links Edelstahl V2A gebürstet natur 8 mm 200 cm für Duschsysteme;;;5402200080LE;Dural GmbH;10000;104,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKL 80-SF, 200;;15.07.2026;;;;;070.040.3080;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Gefällekeil rechts Edelstahl V2A gebürstet natur 8 mm 200 cm für Duschsysteme;;;5402200080RE;Dural GmbH;10000;104,14;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;GKR 80-SF, 200;;15.07.2026;;;;;070.040.3090;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Edelstahl V2A gebürstet 20 x 28 cm für Bad und Dusche;;;5402200280;Dural GmbH;10000;77,1;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TS DNG 2028;;15.07.2026;;;;;070.030.0130;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Edelstahl V2A gebürstet für Bad und Dusche;;;54022020L;Dural GmbH;10000;89,22;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSE LM2;;15.07.2026;;;;;070.030.0140;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Edelstahl V2A gebürstet für Bad und Dusche;;;54022020LR;Dural GmbH;10000;107,04;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSE LM2+;;15.07.2026;;;;;070.030.0150;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Edelstahl V2A gebürstet für Bad und Dusche;;;54022020P;Dural GmbH;10000;113,32;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSE PM2;;15.07.2026;;;;;070.030.0160;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Edelstahl V2A gebürstet für Bad und Dusche;;;54022020PR;Dural GmbH;10000;135,98;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSE PM2+;;15.07.2026;;;;;070.030.0170;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Edelstahl V2A gebürstet 23 x 32 cm für Bad und Dusche;;;5402225325;Dural GmbH;10000;82,9;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TS DNG 2332;;15.07.2026;;;;;070.030.0180;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage rechteckig Edelstahl V2A gebürstet 24 x 34 cm für Bad und Dusche;;;5402240340;Dural GmbH;10000;104;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TS DRG 2434;;15.07.2026;;;;;070.030.0190;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Edelstahl V2A gebürstet 26 x 37 cm für Bad und Dusche;;;5402255370;Dural GmbH;10000;88,42;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TS DNG 2637;;15.07.2026;;;;;070.030.0200;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage rechteckig Edelstahl V2A gebürstet 27 x 38 cm für Bad und Dusche;;;5402270380;Dural GmbH;10000;111,34;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TS DRG 2738;;15.07.2026;;;;;070.030.0210;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Edelstahl V2A gebürstet für Bad und Dusche;;;54022815L;Dural GmbH;10000;83,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSE LM1;;15.07.2026;;;;;070.030.0220;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Edelstahl V2A gebürstet für Bad und Dusche;;;54022815LR;Dural GmbH;10000;99,82;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSE LM1+;;15.07.2026;;;;;070.030.0230;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Edelstahl V2A gebürstet für Bad und Dusche;;;54022815P;Dural GmbH;10000;107,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSE PM1;;15.07.2026;;;;;070.030.0240;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Edelstahl V2A gebürstet für Bad und Dusche;;;54022815PR;Dural GmbH;10000;128,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSE PM1+;;15.07.2026;;;;;070.030.0250;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54112020L;Dural GmbH;10000;83,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC11 LM2;;15.07.2026;;;;;070.030.0260;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54112020LR;Dural GmbH;10000;99,82;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC11 LM2+;;15.07.2026;;;;;070.030.0270;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54112020P;Dural GmbH;10000;107,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC11 PM2;;15.07.2026;;;;;070.030.0280;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54112020PR;Dural GmbH;10000;128,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC11 PM2+;;15.07.2026;;;;;070.030.0290;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54112815L;Dural GmbH;10000;77,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC11 LM1;;15.07.2026;;;;;070.030.0300;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54112815LR;Dural GmbH;10000;92,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC11 LM1+;;15.07.2026;;;;;070.030.0310;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54112815P;Dural GmbH;10000;101,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC11 PM1;;15.07.2026;;;;;070.030.0320;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54112815PR;Dural GmbH;10000;121,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC11 PM1+;;15.07.2026;;;;;070.030.0330;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54122020L;Dural GmbH;10000;83,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC12 LM2;;15.07.2026;;;;;070.030.0340;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54122020LR;Dural GmbH;10000;99,82;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC12 LM2+;;15.07.2026;;;;;070.030.0350;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54122020P;Dural GmbH;10000;107,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC12 PM2;;15.07.2026;;;;;070.030.0360;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54122020PR;Dural GmbH;10000;128,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC12 PM2+;;15.07.2026;;;;;070.030.0370;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54122815L;Dural GmbH;10000;77,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC12 LM1;;15.07.2026;;;;;070.030.0380;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54122815LR;Dural GmbH;10000;92,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC12 LM1+;;15.07.2026;;;;;070.030.0390;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54122815P;Dural GmbH;10000;101,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC12 PM1;;15.07.2026;;;;;070.030.0400;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54122815PR;Dural GmbH;10000;121,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC12 PM1+;;15.07.2026;;;;;070.030.0410;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54652020L;Dural GmbH;10000;83,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC65 LM2;;15.07.2026;;;;;070.030.0420;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54652020LR;Dural GmbH;10000;99,82;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC65 LM2+;;15.07.2026;;;;;070.030.0430;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54652020P;Dural GmbH;10000;107,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC65 PM2;;15.07.2026;;;;;070.030.0440;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54652020PR;Dural GmbH;10000;128,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC65 PM2+;;15.07.2026;;;;;070.030.0450;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54652815L;Dural GmbH;10000;77,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC65 LM1;;15.07.2026;;;;;070.030.0460;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54652815LR;Dural GmbH;10000;92,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC65 LM1+;;15.07.2026;;;;;070.030.0470;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54652815P;Dural GmbH;10000;101,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC65 PM1;;15.07.2026;;;;;070.030.0480;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54652815PR;Dural GmbH;10000;121,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC65 PM1+;;15.07.2026;;;;;070.030.0490;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54802020L;Dural GmbH;10000;83,18;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC80 LM2;;15.07.2026;;;;;070.030.0500;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54802020LR;Dural GmbH;10000;99,82;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC80 LM2+;;15.07.2026;;;;;070.030.0510;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54802020P;Dural GmbH;10000;107,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC80 PM2;;15.07.2026;;;;;070.030.0520;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54802020PR;Dural GmbH;10000;128,76;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC80 PM2+;;15.07.2026;;;;;070.030.0530;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54802815L;Dural GmbH;10000;77,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC80 LM1;;15.07.2026;;;;;070.030.0540;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Line Aluminium strukturbeschichtet für Bad und Dusche;;;54802815LR;Dural GmbH;10000;92,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC80 LM1+;;15.07.2026;;;;;070.030.0550;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54802815P;Dural GmbH;10000;101,4;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC80 PM1;;15.07.2026;;;;;070.030.0560;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
Duschablage Penta Aluminium strukturbeschichtet für Bad und Dusche;;;54802815PR;Dural GmbH;10000;121,5;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;TSAC80 PM1+;;15.07.2026;;;;;070.030.0570;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LED-Profil Aluminium 15 mm 4 cm;;;570000HBE;Dural GmbH;10000;261,52;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;LED HOME E;;15.07.2026;;;;;100.020.0090;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LED-Profil Aluminium;;;570750EF;Dural GmbH;10000;193,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;LED SET EF 750;;15.07.2026;;;;;100.020.0100;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LED-Profil Aluminium;;;570750EW;Dural GmbH;10000;274,16;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;LED SET EW 750;;15.07.2026;;;;;100.020.0110;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LED-Stripe Emotion 100 cm IP20 für Profilbeleuchtung;;;5710020EM;Dural GmbH;10000;41,6;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;lfm;LEDS EM 20, 100;;15.07.2026;;;;;100.020.0120;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LED-Stripe Emotion 100 cm IP65 für Profilbeleuchtung;;;5710065EM;Dural GmbH;10000;57,28;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;lfm;LEDS EM 65, 100;;15.07.2026;;;;;100.020.0130;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LED-Profil Aluminium;;;571500EF;Dural GmbH;10000;213,12;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;LED SET EF 1500;;15.07.2026;;;;;100.020.0140;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
LED-Profil Aluminium;;;571500EW;Dural GmbH;10000;294,58;;DISCOUNT_PCT;50;;DISCOUNT_PCT;0;EUR;Stk.;LED SET EW, 1500;;15.07.2026;;;;;100.020.0150;;EUR;GROSS1;;;;;;;;;;;;;;;;;;;;ja;;;;;;;;;;;;;;;;;;ja;;;;;ja
