Prosema Artikelnummer,Lieferantenartikelnummer,Hauptgruppe,Untergruppe,PROSEMA Kurztext,PROSEMA Langtext,Kurzbeschreibung,Referenz (Matchcode),GTIN (EAN-Nummer),Artikeltyp,Einheit,Kategorie,Aktiv,Im Verkauf,Steuersatz,Im Shop verfügbar,Im Shop aktiv,Bestand übertragen,Gewichtseinheit,Grundmaterial,Oberfläche,Farbe,Produktfamilie,Rabattcode,Verkaufseinheit,Verpackung,VPE 1,VPE 2,VPE 3,Breite in mm,Länge in cm,Höhe in mm,Bodenleger,Dachdecker,Landschaftsgärtner,Plattenleger,Artikelbeschreibung HTML,Nettogewicht kg,Produkt-ID (Prosema),Varianten-ID (Prosema),Einkaufspreis EUR netto,Lieferanten Firmenname,Lieferantennummer,"Verkaufspreis €, BE",Zolltarifnummer,weclapp Artikel-ID,weclapp Bezugsquelle-ID,weclapp Breite (m),weclapp Einheit-ID,weclapp Erstellt am,weclapp Geändert am,weclapp Kategorie-ID,weclapp Version
010.030.0020,08001000,Zubehör,Werkzeug,Gehrungsschere Stahl 2 g,"Gehrungsschere 45° für PVC-Profile, mit Kunststoffgriff, 219  x 81 x 78 mm","Gehrungsschere 45° für PVC-Profile, mit Kunststoffgriff, 219  x 81 x 78 mm",MR2,4018448069707,STORABLE,Stk.,gid://shopify/Product/15889056825674,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Stahl,,,MITRERITE,NET,Stück,,1,,,,,,,,,,,"0,31",gid://shopify/Product/15889056825674,gid://shopify/ProductVariant/62688940097866,57.14,DURAL GmbH,10000,39.86,82055910,109711,162546,,3566,05.07.2026 20:08,24.08.2026 17:46,20323,19
010.030.0030,08125998,Zubehör,Werkzeug,Profilbiegegerät Metall,Mechanische Biegevorrichtung  inkl. Ratsche (Kurbel) für das Biegen von Abschlussprofilen mit Z-FLEX-Stanzung,Mechanische Biegevorrichtung  inkl. Ratsche (Kurbel) für das Biegen von Abschlussprofilen mit Z-FLEX-Stanzung,ZFC 200,4018448046579,STORABLE,Stk.,gid://shopify/Product/15889056923978,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Metall,,,Z-FLEX CURVER II,NET,Stück,,1,,,,,,,,,,,9,gid://shopify/Product/15889056923978,gid://shopify/ProductVariant/62688943964490,828.38,DURAL GmbH,10000,577.8,82060000,109712,162550,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,19
010.030.0040,08125999,Zubehör,Werkzeug,Profilbiegegerät Metall,Mechanische Biegevorrichtung für das Biegen von Abschlussprofilen mit Z-FLEX-Stanzung,Mechanische Biegevorrichtung für das Biegen von Abschlussprofilen mit Z-FLEX-Stanzung,ZFC 100,4018448069806,STORABLE,Stk.,gid://shopify/Product/15889057087818,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Metall,,,Z-FLEX CURVER I,NET,Stück,,1,,,,,,,,,,,9,gid://shopify/Product/15889057087818,gid://shopify/ProductVariant/62688946913610,661.98,DURAL GmbH,10000,461.73,82060000,109713,162554,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,19
010.030.0050,08141900,Zubehör,Werkzeug,Verfugbrett Kunststoff weiss,"Epoxidharzbrett 255 x 95 mm harte Oberfläche, 255 x 95 mm für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen.","Epoxidharzbrett 255 x 95 mm harte Oberfläche, 255 x 95 mm",T 316,4018448918968,STORABLE,Stk.,gid://shopify/Product/15889057284426,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,Weiss,WERKZEUG PSN,NET,Stück,,1,60,,,,,,,,,,"0,17",gid://shopify/Product/15889057284426,gid://shopify/ProductVariant/62688947142986,25.64,DURAL GmbH,10000,17.88,39259080,109714,162558,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,20
010.030.0060,08150100,Zubehör,Werkzeug,Rollenwaschset Kunststoff,"Wascheimer 24 l ohne Bretter mit 3 Noppenwaschrollen, 4 Rollen für leichtes Ziehen","Wascheimer 24 l ohne Bretter mit 3 Noppenwaschrollen, 4 Rollen für leichtes Ziehen",T 304,4018448918999,STORABLE,Stk.,gid://shopify/Product/15889057415498,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,,WERKZEUG PSN,NET,Stück,,1,,,,,,,,,,,"0,9",gid://shopify/Product/15889057415498,gid://shopify/ProductVariant/62688952746314,90.8,DURAL GmbH,10000,63.33,39269097,109715,162562,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,19
010.030.0070,08150123,Zubehör,Werkzeug,Rollenwaschset Kunststoff,"Rollenwaschset 24l, mit Bretter, mit 3 Noppenwaschrollen, Gitter und 4 Rollen Rollenwaschset 24 l mit 3-fach Abroller, inkl. Hydroschwammbrett und Fugenbrett  mit Zellkautschuk","Rollenwaschset 24l, mit Bretter, mit 3 Noppenwaschrollen, Gitter und 4 Rollen",T 323,4018448087237,STORABLE,Stk.,gid://shopify/Product/15889057612106,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kunststoff,,,WERKZEUG PSN,NET,Stück,,1,,,,,,,,,,,"1,7",gid://shopify/Product/15889057612106,gid://shopify/ProductVariant/62688957923658,113.08,DURAL GmbH,10000,78.87,39269097,109716,162566,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,20
010.030.0080,08150930,Zubehör,Werkzeug,Padbrettbelag Siliziumcarbid weiss 250 × 115 × 22 mm fein,"Schleifschwamm Padbrettbelag 230 × 115 × 22 mm weiss, fein","Schleifschwamm Padbrettbelag 230 × 115 × 22 mm weiss, fein",T 315,4018448919071,STORABLE,Stk.,gid://shopify/Product/15889057841482,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Siliziumcarbid,,Weiss,WERKZEUG PSN,NET,Stück,,1,100,,,,,,,,,,"0,118",gid://shopify/Product/15889057841482,gid://shopify/ProductVariant/62688960381258,4.98,DURAL GmbH,10000,3.47,40081100,109717,162570,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,20
010.030.0090,08150960,Zubehör,Werkzeug,Padbrettbelag Siliziumcarbid grün 250 × 115 × 22 mm mittel,"Schleifschwamm Padbrettbelag 230 × 115 × 22 mm grün, mittel","Schleifschwamm Padbrettbelag 230 × 115 × 22 mm grün, mittel",T 314,4018448919088,STORABLE,Stk.,gid://shopify/Product/15889057972554,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Siliziumcarbid,,Grün,WERKZEUG PSN,NET,Stück,,1,100,,,,,,,,,,"0,1",gid://shopify/Product/15889057972554,gid://shopify/ProductVariant/62688962871626,5.44,DURAL GmbH,10000,3.79,39211310,109718,162574,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,19
010.030.0100,08150990,Zubehör,Werkzeug,Padbrettbelag Siliziumcarbid schwarz 250 × 115 × 22 mm grob,"Schleifschwamm Padbrettbelag 230 × 115 × 22 mm schwarz, grob","Schleifschwamm Padbrettbelag 230 × 115 × 22 mm schwarz, grob",T 313,4018448919095,STORABLE,Stk.,gid://shopify/Product/15889058103626,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Siliziumcarbid,,Schwarz,WERKZEUG PSN,NET,Stück,,1,100,,,,,,,,,,"0,02",gid://shopify/Product/15889058103626,gid://shopify/ProductVariant/62688967360842,5.44,DURAL GmbH,10000,3.79,40081100,109719,162578,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,19
010.030.0110,08153160,Zubehör,Werkzeug,Fliesenschwamm Viskose gelb,"Fliesenschwamm natur, 170 x 115 x 70 mm","Fliesenschwamm natur, 170 x 115 x 70 mm",T 309,4018448057476,STORABLE,Stk.,gid://shopify/Product/15889058201930,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Viskose,,Gelb,WERKZEUG PSN,NET,Stück,,1,150,,,,,,,,,,"0,01",gid://shopify/Product/15889058201930,gid://shopify/ProductVariant/62688968245578,3.52,DURAL GmbH,10000,2.46,39211310,109720,162582,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,20
010.030.0120,08222150,Zubehör,Werkzeug,"Verfugbrett Kautschuk, Kunststoff","Glättbrett 14 x 28 cm für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen.",Glättbrett 14 x 28 cm ,T 308,4018448063385,STORABLE,Stk.,gid://shopify/Product/15889058267466,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,"Kautschuk], [Kunststoff",,,WERKZEUG PSN,NET,Stück,,1,60,,,,,,,,,,"0,16",gid://shopify/Product/15889058267466,gid://shopify/ProductVariant/62688968343882,12.3,DURAL GmbH,10000,8.58,40081100,109721,162586,,3566,05.07.2026 20:08,24.08.2026 17:47,20323,19
010.020.0130,085000310,Zubehör,Verlegematerial,Polymerkleber MS-Polymer grau 310 ml,"Polymerkleber auf MS-Polymer-Basis für elastische Verklebungen und Abdichtungen im Innen- und Ausbau. Das Material wird als Kartusche verarbeitet und eignet sich für Anschluss- und Befestigungsarbeiten im Fliesen- und Profilbereich. Material: MS-Polymer, Farbe: grau, Verpackung: 310 ml, Artikelnummer: 085000310.",Polymerkleber MS-Polymer grau 310 ml,PMK 38,4018448089484,STORABLE,Stk.,gid://shopify/Product/15889058398538,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,MS-Polymer,,Grau,SPEED-FLEX,NET,Stück,Kartusche 310 ml,1,12,,,,,,,,,,"0,496",gid://shopify/Product/15889058398538,gid://shopify/ProductVariant/62688968507722,22.96,DURAL GmbH,10000,16.01,35069190,109722,162590,,3566,05.07.2026 20:08,24.08.2026 17:47,20322,18
050.040.0010,090350355,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,Fugenkreuze PVC schwarz 100 Stück,"Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Abmessung: 15 mm 3,5 cm, Material: PVC, Farbe: schwarz, Verpackung: 100 Stück, Artikelnummer: 090350355.",Fugenkreuze PVC schwarz 100 Stück,BLFK 355,4018448080719,STORABLE,Btl.,gid://shopify/Product/15988473364810,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,PVC,,Schwarz,VERLEGEZUBEHÖR,NET,Beutel,Beutel 100 Stück,1,,,5,"3,5",15,,,,,,"0,5",gid://shopify/Product/15988473364810,gid://shopify/ProductVariant/63236155146570,28.42,DURAL GmbH,10000,19.82,39269097,109724,162594,"0,005",4302,05.07.2026 20:08,24.08.2026 17:47,20351,15
050.040.0020,090450455,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,Fugenkreuze PVC schwarz 100 Stück,"Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Abmessung: 30 mm 4,5 cm, Material: PVC, Farbe: schwarz, Verpackung: 100 Stück, Artikelnummer: 090450455.",Fugenkreuze PVC schwarz 100 Stück,BLFK 455,4018448080702,STORABLE,Btl.,gid://shopify/Product/15988475461962,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,PVC,,Schwarz,VERLEGEZUBEHÖR,NET,Beutel,Beutel 100 Stück,1,,,5,"4,5",30,,,,,,"0,5",gid://shopify/Product/15988475461962,gid://shopify/ProductVariant/63236155441482,48.84,DURAL GmbH,10000,34.07,39269097,109725,162598,"0,005",4302,05.07.2026 20:08,24.08.2026 17:47,20351,15
050.040.0030,0904504551,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,"Balkonabschlussprofil PVC schwarz 5 × 30 mm 4,5 cm","Balkonabschlussprofil aus PVC schwarz für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 5 × 30 mm 4,5 cm, Material: PVC, Farbe: schwarz, Verpackung: 100 Stück, Artikelnummer: 0904504551.","Balkonabschlussprofil PVC schwarz 5 × 30 mm 4,5 cm",BLTS 455,4018448080726,STORABLE,Btl.,gid://shopify/Product/15988476739914,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,PVC,,Schwarz,VERLEGEZUBEHÖR,NET,Beutel,Beutel 100 Stück,1,,,5,"4,5",30,,,,,,"1,5",gid://shopify/Product/15988476739914,gid://shopify/ProductVariant/63236156850506,41.06,DURAL GmbH,10000,28.64,39269097,109726,162602,"0,005",4302,05.07.2026 20:08,24.08.2026 17:47,20351,15
010.020.0150,09054032,Zubehör,Verlegematerial,Fliesenmagnete Stahl 4 Stück,"Fliesenmagnete, für Revisionsöffnungen, Haltekraft 5 kg, 4 Stück","Fliesenmagnete, für Revisionsöffnungen, Haltekraft 5 kg, 4 Stück",TR 500,4018448070024,STORABLE,Stk.,gid://shopify/Product/15889058562378,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Stahl,,,FLIESENMAGNETE,NET,Blister,Blister 4 Stück,1,50,,,,,,,,,,"0,14",gid://shopify/Product/15889058562378,gid://shopify/ProductVariant/62688969294154,13.5,DURAL GmbH,10000,9.42,82055910,109727,162606,,3566,05.07.2026 20:08,24.08.2026 17:47,20322,21
010.020.0160,09054099,Zubehör,Verlegematerial,Befestigungsclip 4 Stück,"Platten Befestigungsclip, für Revisionsöffnungen, Haltekraft 6 kg,  4 Stück","Platten Befestigungsclip, für Revisionsöffnungen, Haltekraft 6 kg,  4 Stück",TR 600,4018448069998,STORABLE,Stk.,gid://shopify/Product/15889058627914,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,,,,CLIPFIX,NET,Blister,Blister 4 Stück,1,50,,,,,,,,,,"0,07",gid://shopify/Product/15889058627914,gid://shopify/ProductVariant/62688969359690,13.16,DURAL GmbH,10000,9.18,73249000,109728,162610,,3566,05.07.2026 20:08,24.08.2026 17:47,20322,20
050.040.0040,090600603,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,Fugenkreuze PVC schwarz 100 Stück,"Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Abmessung: 20 mm, Material: PVC, Farbe: schwarz, Verpackung: 100 Stück, Artikelnummer: 090600603.",Fugenkreuze PVC schwarz 100 Stück,BLFK 603,4018448080696,STORABLE,Btl.,gid://shopify/Product/15988482376010,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,PVC,,Schwarz,VERLEGEZUBEHÖR,NET,Beutel,Beutel 100 Stück,1,,,3,6,20,,,,,,"0,5",gid://shopify/Product/15988482376010,gid://shopify/ProductVariant/63236159242570,29.8,DURAL GmbH,10000,20.79,39269097,109729,162614,"0,003",4302,05.07.2026 20:08,24.08.2026 17:47,20351,15
050.040.0050,091001002,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,Balkonabschlussprofil Kautschuk schwarz 2 mm,"Balkonabschlussprofil aus Kautschuk schwarz für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 2 mm, Material: Kautschuk, Farbe: schwarz, Verpackung: 100 Stück, Artikelnummer: 091001002.",Balkonabschlussprofil Kautschuk schwarz 2 mm,"BLSTA 1002, 100",4018448080689,STORABLE,Btl.,gid://shopify/Product/15988485095754,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kautschuk,,Schwarz,VERLEGEZUBEHÖR,NET,Beutel,Beutel 100 Stück,1,,,,,2,,,,,,1,gid://shopify/Product/15988485095754,gid://shopify/ProductVariant/63236159701322,122.4,DURAL GmbH,10000,85.37,39269097,109730,162618,,4302,05.07.2026 20:08,24.08.2026 17:47,20351,15
050.040.0060,091201209,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,Balkonprofil Kautschuk schwarz 9 mm,"Das Balkonprofil aus Kautschuk dient dem technischen Randabschluss auf Balkonen und Terrassen. Es unterstützt die saubere Ausbildung von Belagsabschlüssen und leitet Randbereiche konstruktiv klar aus. Technische Angaben: Material: Kautschuk, Farbe: schwarz, Höhe: 9 mm, Verpackung: Karton 100 Stück, Referenz: BLST 1209, 150.",Balkonprofil Kautschuk schwarz 9 mm,"BLST 1209, 150",4018448080672,STORABLE,Karton,gid://shopify/Product/15988487815498,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Kautschuk,,Schwarz,VERLEGEZUBEHÖR,NET,Karton,Karton 100 Stück,1,,,,,9,,,,,,"11,2",gid://shopify/Product/15988487815498,gid://shopify/ProductVariant/63236162322762,382.52,DURAL GmbH,10000,266.81,39269097,109731,162622,,4303,05.07.2026 20:08,24.08.2026 17:47,20351,15
030.010.0520,11383100,Dehnfugenprofile,Dünnbettprofile,"Bewegungsfugenprofil Aluminium unbehandelt 10 mm, Breite 87 mm, Länge 250 cm, dreidimensional","Dreidimensionales Bewegungsfugenprofil aus Aluminium für die Dünnbettverlegung. Das Profil nimmt horizontale und vertikale Bewegungen im Belag auf und eignet sich für Fugen mit erhöhter Bewegungsbeanspruchung. Material: Aluminium, Oberfläche: unbehandelt, Profilhöhe: 10 mm, Breite: 87 mm, Länge: 250 cm, Sichtbreite ca. 39 mm. Technische Bewegungskapazität: horizontal ca. 10 mm (+5, -5 mm), vertikal ca. 6 mm (+3, -3 mm). Geeignet für keramische Bodenbeläge mit entsprechender Belagshöhe.","Bewegungsfugenprofil Aluminium unbehandelt 10 mm, Breite 87 mm, Länge 250 cm, dreidimensional","DFA 3D 100, 250",4018448190333,STORABLE,lfm,gid://shopify/Product/15953280368970,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,unbehandelt,Natur,DURAFLEX 3D,NET,lfm,,10,,,87,250,10,,,,,,"0,93",gid://shopify/Product/15953280368970,gid://shopify/ProductVariant/62904811618634,37.32,DURAL GmbH,10000,26.03,76042990,109732,162626,"0,087",4259,05.07.2026 20:08,24.08.2026 17:47,20337,21
030.010.0530,11383125,Dehnfugenprofile,Dünnbettprofile,"Bewegungsfugenprofil Aluminium unbehandelt 12,5 mm, Breite 87 mm, Länge 250 cm, dreidimensional","Dreidimensionales Bewegungsfugenprofil aus Aluminium für die Dünnbettverlegung. Das Profil nimmt horizontale und vertikale Bewegungen im Belag auf und eignet sich für Fugen mit erhöhter Bewegungsbeanspruchung. Material: Aluminium, Oberfläche: unbehandelt, Profilhöhe: 12,5 mm, Breite: 87 mm, Länge: 250 cm, Sichtbreite ca. 39 mm. Technische Bewegungskapazität: horizontal ca. 10 mm (+5, -5 mm), vertikal ca. 6 mm (+3, -3 mm). Geeignet für keramische Bodenbeläge mit entsprechender Belagshöhe.","Bewegungsfugenprofil Aluminium unbehandelt 12,5 mm, Breite 87 mm, Länge 250 cm, dreidimensional","DFA 3D 125, 250",4018448190340,STORABLE,lfm,gid://shopify/Product/15988492501322,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,unbehandelt,Natur,DURAFLEX 3D,NET,lfm,,10,,,87,250,"12,5",,,,,,"0,96",gid://shopify/Product/15988492501322,gid://shopify/ProductVariant/63236164616522,38.02,DURAL GmbH,10000,26.52,76042990,109733,162630,"0,087",4259,05.07.2026 20:08,24.08.2026 17:47,20337,16
030.010.0540,11383150,Dehnfugenprofile,Dünnbettprofile,"Bewegungsfugenprofil Aluminium unbehandelt 15 mm, Breite 87 mm, Länge 250 cm, dreidimensional","Dreidimensionales Bewegungsfugenprofil aus Aluminium für die Dünnbettverlegung. Das Profil nimmt horizontale und vertikale Bewegungen im Belag auf und eignet sich für Fugen mit erhöhter Bewegungsbeanspruchung. Material: Aluminium, Oberfläche: unbehandelt, Profilhöhe: 15 mm, Breite: 87 mm, Länge: 250 cm, Sichtbreite ca. 39 mm. Technische Bewegungskapazität: horizontal ca. 10 mm (+5, -5 mm), vertikal ca. 6 mm (+3, -3 mm). Geeignet für keramische Bodenbeläge mit entsprechender Belagshöhe.","Bewegungsfugenprofil Aluminium unbehandelt 15 mm, Breite 87 mm, Länge 250 cm, dreidimensional","DFA 3D 150, 250",4018448190357,STORABLE,lfm,gid://shopify/Product/15988493418826,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Aluminium,unbehandelt,Natur,DURAFLEX 3D,NET,lfm,,10,,,87,250,15,,,,,,"0,99",gid://shopify/Product/15988493418826,gid://shopify/ProductVariant/63236166549834,39.26,DURAL GmbH,10000,27.38,76042990,109734,162634,"0,087",4259,05.07.2026 20:08,24.08.2026 17:47,20337,16
050.030.0010,12002140100,Balkon und Terrasse,Drainage Balkon und Terrasse,"Drainagerinne Edelstahl V2A unbehandelt Breite 100 mm, Höhe 40 mm, Länge 100 cm, inklusive Rost","Drainagerinne inklusive Rost zur Entwässerung von Balkon- und Terrassenflächen. Die Rinne wird in Belagskonstruktionen im Aussenbereich eingesetzt und unterstützt die Ableitung von Oberflächenwasser. Material: Edelstahl V2A, Oberfläche: unbehandelt, Breite: 100 mm, Höhe: 40 mm, Länge: 100 cm. Geeignet für drainierte Konstruktionen und Anschlüsse im Bereich von Balkon- und Terrassenbelägen.","Drainagerinne Edelstahl V2A unbehandelt Breite 100 mm, Höhe 40 mm, Länge 100 cm, inklusive Rost","DWD-E 40-100, 100",4018448085233,STORABLE,lfm,gid://shopify/Product/15988494729546,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DW-DRAIN 100,NET,lfm,,1,,,100,100,40,,,,,,"1,778",gid://shopify/Product/15988494729546,gid://shopify/ProductVariant/63236169433418,364.12,DURAL GmbH,10000,253.97,73249000,109735,162638,"0,1",4259,05.07.2026 20:08,24.08.2026 17:47,20350,18
050.030.0020,12002140140,Balkon und Terrasse,Drainage Balkon und Terrasse,"Drainagerinne Edelstahl V2A unbehandelt Breite 140 mm, Höhe 40 mm, Länge 100 cm, inklusive Rost","Drainagerinne inklusive Rost zur Entwässerung von Balkon- und Terrassenflächen. Die Rinne wird in Belagskonstruktionen im Aussenbereich eingesetzt und unterstützt die Ableitung von Oberflächenwasser. Material: Edelstahl V2A, Oberfläche: unbehandelt, Breite: 140 mm, Höhe: 40 mm, Länge: 100 cm. Geeignet für drainierte Konstruktionen und Anschlüsse im Bereich von Balkon- und Terrassenbelägen.","Drainagerinne Edelstahl V2A unbehandelt Breite 140 mm, Höhe 40 mm, Länge 100 cm, inklusive Rost","DWD-E 40-140, 100",4018448085240,STORABLE,lfm,gid://shopify/Product/15988496433482,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Edelstahl V2A,unbehandelt,Natur,DW-DRAIN 140,NET,lfm,,1,,,140,100,40,,,,,,"1,778",gid://shopify/Product/15988496433482,gid://shopify/ProductVariant/63236172677450,400.54,DURAL GmbH,10000,279.38,73249000,109736,162642,"0,14",4259,05.07.2026 20:08,24.08.2026 17:47,20350,18
050.030.0030,12002160100,Balkon und Terrasse,Drainage Balkon und Terrasse,"Drainagerinne Stahl verzinkt Breite 160 mm, Höhe 40 mm, Länge 100 cm, inklusive Rost","Drainagerinne inklusive Rost zur Entwässerung von Balkon- und Terrassenflächen. Die Rinne wird in Belagskonstruktionen im Aussenbereich eingesetzt und unterstützt die Ableitung von Oberflächenwasser. Material: Stahl, Oberfläche: verzinkt, Breite: 160 mm, Höhe: 40 mm, Länge: 100 cm. Geeignet für drainierte Konstruktionen und Anschlüsse im Bereich von Balkon- und Terrassenbelägen.","Drainagerinne Stahl verzinkt Breite 160 mm, Höhe 40 mm, Länge 100 cm, inklusive Rost","DWD-VZ 40-160, 100",4018448190944,STORABLE,lfm,gid://shopify/Product/15988498596170,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Stahl,verzinkt,Natur,DW-DRAIN 160,NET,lfm,,1,,,160,100,40,,,,,,"1,778",gid://shopify/Product/15988498596170,gid://shopify/ProductVariant/63236175593802,552.82,DURAL GmbH,10000,385.59,73249000,109737,162646,"0,16",4259,05.07.2026 20:08,24.08.2026 17:47,20350,18
050.030.0040,12002160XC,Balkon und Terrasse,Drainage Balkon und Terrasse,"Verbinder-Set Stahl verzinkt für Drainagerinne, 1 Stück",Verbinder-Set für Drainagerinnen zur sauberen Ausbildung von Anschlüssen und Abschlüssen in Entwässerungsrinnen. Ausführung aus Stahl mit Oberfläche verzinkt. Verpackungseinheit: 1 Stück. Das Zubehör wird für die fachgerechte Montage der Rinne im Balkon- und Terrassenbereich verwendet.,"Verbinder-Set Stahl verzinkt für Drainagerinne, 1 Stück","DWD-E-XC, 1",4018448190982,STORABLE,Stk.,gid://shopify/Product/15988500070730,Ja,Ja,STANDARD,Ja,Ja,Nein,KILOGRAM,Stahl,verzinkt,,,NET,Stück,,1,,,,,,,,,,,"0,3",gid://shopify/Product/15988500070730,gid://shopify/ProductVariant/63236177592650,11.74,DURAL GmbH,10000,8.19,73249000,109738,162650,,3566,05.07.2026 20:08,24.08.2026 17:47,20350,18
