Prosema Artikelnummer,Kategorie,Lieferanten Firmenname,Artikelnr.,Beschreibung,PROSEMA Kurztext,PROSEMA Langtext,SEO Meta Title,SEO Meta Description,Fokus-Keyword,Shopify Tags,Datenstatus,Referenz (Matchcode),Hauptgruppe,Untergruppe,Produktfamilie,Grundmaterial,Oberfläche,Farbe,Breite mm,Länge cm,Höhe mm,Basiseinheitencode,Nettogewicht kg,Verpackung,GTIN (EAN-Nummer),Zolltarifnummer,Einkaufspreis EUR netto,"Verkaufspreis €, BE",Einkaufspreis Prosema,Verkaufspreis,Verkaufspreis o. Verkn.,Verkaufseinheit,Rabattkategorie_Lieferant,VPE 1,VPE 2,VPE 3,Lieferantennummer,Produktfoto 1
010.020.0100,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,03051200,CRT 50 200 STK FUGENKREUZE,Fugenkreuze PVC weiss 5 mm 200 Stück,Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: PVC; Farbe: weiss; Verpackung: 200 Stück; Artikelnummer: 03051200.,Fugenkreuze PVC weiss 5 mm 200 Stück | PROSEMA,Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten.,Fugenkreuze,"Fugenkreuze, PVC, weiss, 5 mm, 200 Stück, Verlegezubehör",PPDS 1.2 geprüft,"CRT 50, 200",Zubehör,Verlegematerial,FUGENKREUZE,PVC,,Weiss,,,,Btl.,"0,05",Beutel 200 Stück,4018448500095,39269097,,4.06,TRUE,TRUE,TRUE,"€, Beutel",NET,1,50,,10000,"https:, images.onetimepim.com, acc-90, images, fugenkreuz_crt_30_t-form_weiss.jpg"
010.020.0110,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,03060250,CRK 100 250 STK FLIESENKEILE,Fliesenkeile PVC schwarz 250 Stück,"Fliesenkeile für die fachgerechte Verarbeitung von Fliesen, Platten und Profilen. Der Artikel dient als technisches Zubehör für Verlegung, Ausrichtung oder Befestigung im Innen- und Ausbau. Material: PVC; Farbe: schwarz; Verpackung: 250 Stück; Artikelnummer: 03060250.",Fliesenkeile PVC schwarz 250 Stück | PROSEMA,"Fliesenkeile für die fachgerechte Verarbeitung von Fliesen, Platten und Profilen.",Fliesenkeile,"Fliesenkeile, PVC, schwarz, 250 Stück, Zubehör",PPDS 1.2 geprüft,CRK 100,Zubehör,Verlegematerial,FLIESENKEILE,PVC,,Schwarz,,,,Btl.,"0,07",Beutel 250 Stück,4018448500125,39269097,,4.18,TRUE,TRUE,TRUE,"€, Beutel",NET,1,50,,10000,"https:, images.onetimepim.com, acc-90, images, 3060250_crk_fliesenkeil.jpg"
010.020.0120,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,03080100,CR 80 100 STK FUGENKREUZE,Fugenkreuze Kunststoff weiss 8 mm 100 Stück,Fugenkreuze aus Kunststoff zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Material: Kunststoff; Farbe: weiss; Verpackung: 100 Stück; Artikelnummer: 03080100.,Fugenkreuze Kunststoff weiss 8 mm 100 Stück | PROSEMA,Fugenkreuze aus Kunststoff zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten.,Fugenkreuze,"Fugenkreuze, Kunststoff, weiss, 8 mm, 100 Stück, Verlegezubehör",PPDS 1.2 geprüft,"CR 80, 100",Zubehör,Verlegematerial,FUGENKREUZE,Kunststoff,,Weiss,,,,Btl.,"0,12",Beutel 100 Stück,4018448500064,39269097,,3.9,TRUE,TRUE,TRUE,"€, Beutel",NET,1,50,,10000,"https:, images.onetimepim.com, acc-90, images, 03040250_cr_40_fugenkreuze.jpg"
010.030.0010,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08000602,T 602 FUGENKRATZER MIT HARTMETALLKERN,"Fugenkratzer Kunststoff, Metall","Fugenkratzer für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Kunststoff, Metall; Artikelnummer: 08000602.","Fugenkratzer Kunststoff, Metall | PROSEMA","Fugenkratzer für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Fugenkratzer,"Fugenkratzer, Werkzeug, Kunststoff, Metall",PPDS 1.2 geprüft,T 602,Zubehör,Werkzeug,WERKZEUG PSN,"Kunststoff], [Metall",,,,,,Stk.,"0,03",,4018448056837,82055910,,8.2,TRUE,TRUE,TRUE,"€, Stück",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, fugenkratzer_t-602_hartmetallkern.png"
010.030.0020,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08001000,MR2 GEHRUNGSSCHERE K-GRIFF 45°,Gehrungsschere Stahl 2 g,"Gehrungsschere für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Stahl; Verpackung: 2 g; Artikelnummer: 08001000.",Gehrungsschere Stahl 2 g | PROSEMA,"Gehrungsschere für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Gehrungsschere,"Gehrungsschere, Werkzeug, Stahl, 2 g",PPDS 1.2 geprüft,MR2,Zubehör,Werkzeug,MITRERITE,Stahl,,,,,,Stk.,"0,31",,4018448069707,82055910,,57.14,TRUE,TRUE,TRUE,"€, Stück",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, mitrerite_mr1.png"
010.030.0030,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08125998,ZFC 200 Z-FLEX CURVER MIT KURBEL,Profilbiegegerät Metall,"Profilbiegegerät für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Metall; Artikelnummer: 08125998.",Profilbiegegerät Metall | PROSEMA,"Profilbiegegerät für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Profilbiegegerät,"Profilbiegegerät, Werkzeug, Metall",PPDS 1.2 geprüft,ZFC 200,Zubehör,Werkzeug,Z-FLEX CURVER II,Metall,,,,,,Stk.,9,,4018448046579,82060000,,828.38,TRUE,TRUE,TRUE,"€, Stück",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, _z-flex_curver-1-02.png"
010.030.0040,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08125999,ZFC 100 Z-FLEX CURVER,Profilbiegegerät Metall,"Profilbiegegerät für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Metall; Artikelnummer: 08125999.",Profilbiegegerät Metall | PROSEMA,"Profilbiegegerät für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Profilbiegegerät,"Profilbiegegerät, Werkzeug, Metall",PPDS 1.2 geprüft,ZFC 100,Zubehör,Werkzeug,Z-FLEX CURVER I,Metall,,,,,,Stk.,9,,4018448069806,82060000,,661.98,TRUE,TRUE,TRUE,"€, Stück",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, _z-flex_curver-1-02.png"
010.030.0050,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08141900,T 316 EPOXID-VERFUGBRETT 250X100,Verfugbrett Kunststoff weiss,"Verfugbrett für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Kunststoff; Farbe: weiss; Artikelnummer: 08141900.",Verfugbrett Kunststoff weiss | PROSEMA,"Verfugbrett für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Verfugbrett,"Verfugbrett, Werkzeug, Kunststoff, weiss",PPDS 1.2 geprüft,T 316,Zubehör,Werkzeug,WERKZEUG PSN,Kunststoff,,Weiss,,,,Stk.,"0,17",,4018448918968,39259080,,25.64,TRUE,TRUE,TRUE,"€, Stück",NET,1,60,,10000,"https:, images.onetimepim.com, acc-90, images, 814125595_t_318_epoxidharzbrett.jpg"
010.030.0060,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08150100,T 304 ROLLENWASCHSET WASCHBOY JUMBO,Rollenwaschset Kunststoff,"Rollenwaschset für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Kunststoff; Artikelnummer: 08150100.",Rollenwaschset Kunststoff | PROSEMA,"Rollenwaschset für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Rollenwaschset,"Rollenwaschset, Werkzeug, Kunststoff",PPDS 1.2 geprüft,T 304,Zubehör,Werkzeug,WERKZEUG PSN,Kunststoff,,,,,,Stk.,"0,9",,4018448918999,39269097,,90.8,TRUE,TRUE,TRUE,"€, Stück",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, rollenwaschset_t-323.png"
010.030.0070,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08150123,T 323 ROLLENWASCHSET,Rollenwaschset Kunststoff,"Rollenwaschset für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Kunststoff; Artikelnummer: 08150123.",Rollenwaschset Kunststoff | PROSEMA,"Rollenwaschset für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Rollenwaschset,"Rollenwaschset, Werkzeug, Kunststoff",PPDS 1.2 geprüft,T 323,Zubehör,Werkzeug,WERKZEUG PSN,Kunststoff,,,,,,Stk.,"1,7",,4018448087237,39269097,,113.08,TRUE,TRUE,TRUE,"€, Stück",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, rollenwaschset_t-323.png"
010.030.0080,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08150930,T 315 PADBRETTBELAG 250 X 115 X 22 FEIN,Padbrettbelag Siliziumcarbid weiss 250 × 115 × 22 mm fein,"Padbrettbelag für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Siliziumcarbid; Farbe: weiss; Artikelnummer: 08150930.",Padbrettbelag Siliziumcarbid weiss 250 × 115 × 22 mm fein | PROSEMA,"Padbrettbelag für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Padbrettbelag,"Padbrettbelag, Werkzeug, Siliziumcarbid, weiss",PPDS 1.2 geprüft,T 315,Zubehör,Werkzeug,WERKZEUG PSN,Siliziumcarbid,,Weiss,,,,Stk.,"0,118",,4018448919071,40081100,,4.98,TRUE,TRUE,TRUE,"€, Stück",NET,1,100,,10000,"https:, images.onetimepim.com, acc-90, images, padbrettbelag_weiss.jpg"
010.030.0090,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08150960,T 314 PADBRETTBELAG 250 X 115 X 22 MITTEL,Padbrettbelag Siliziumcarbid grün 250 × 115 × 22 mm mittel,"Padbrettbelag für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Siliziumcarbid; Farbe: grün; Artikelnummer: 08150960.",Padbrettbelag Siliziumcarbid grün 250 × 115 × 22 mm mittel | PROSEMA,"Padbrettbelag für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Padbrettbelag,"Padbrettbelag, Werkzeug, Siliziumcarbid, grün",PPDS 1.2 geprüft,T 314,Zubehör,Werkzeug,WERKZEUG PSN,Siliziumcarbid,,Grün,,,,Stk.,"0,1",,4018448919088,39211310,,5.44,TRUE,TRUE,TRUE,"€, Stück",NET,1,100,,10000,"https:, images.onetimepim.com, acc-90, images, 08150960_t_314_schleifschwamm_gr%C3%BCn_mittel.png"
010.030.0100,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08150990,T 313 PADBRETTBELAG 250 X 115 X 22 GROB,Padbrettbelag Siliziumcarbid schwarz 250 × 115 × 22 mm grob,"Padbrettbelag für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Siliziumcarbid; Farbe: schwarz; Verpackung: 22 g; Artikelnummer: 08150990.",Padbrettbelag Siliziumcarbid schwarz 250 × 115 × 22 mm grob | PROSEMA,"Padbrettbelag für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Padbrettbelag,"Padbrettbelag, Werkzeug, Siliziumcarbid, schwarz, 22 g",PPDS 1.2 geprüft,T 313,Zubehör,Werkzeug,WERKZEUG PSN,Siliziumcarbid,,Schwarz,,,,Stk.,"0,02",,4018448919095,40081100,,5.44,TRUE,TRUE,TRUE,"€, Stück",NET,1,100,,10000,"https:, images.onetimepim.com, acc-90, images, 08150990_t_313_schleifschwamm_schwarz_grob.png"
010.030.0110,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08153160,T 309 FLIESENSCHWAMM 165X110 DURAL DRUCK,Fliesenschwamm Viskose gelb,"Fliesenschwamm für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Viskose; Farbe: gelb; Artikelnummer: 08153160.",Fliesenschwamm Viskose gelb | PROSEMA,"Fliesenschwamm für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Fliesenschwamm,"Fliesenschwamm, Werkzeug, Viskose, gelb",PPDS 1.2 geprüft,T 309,Zubehör,Werkzeug,WERKZEUG PSN,Viskose,,Gelb,,,,Stk.,"0,01",,4018448057476,39211310,,3.52,TRUE,TRUE,TRUE,"€, Stück",NET,1,150,,10000,"https:, images.onetimepim.com, acc-90, images, fliesenschwamm_t-309.jpg?v=2"
010.030.0120,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,08222150,T 308 FUGENBRETT SCHWARZER ZELLKAUTSCHUK,"Verfugbrett Kautschuk, Kunststoff","Verfugbrett für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge. Das Werkzeug ist für den Einsatz auf der Baustelle und in der täglichen Verarbeitung von Fliesen- und Profilmaterial vorgesehen. Material: Kautschuk, Kunststoff; Artikelnummer: 08222150.","Verfugbrett Kautschuk, Kunststoff | PROSEMA","Verfugbrett für die professionelle Bearbeitung, Reinigung oder Verlegung keramischer Beläge.",Verfugbrett,"Verfugbrett, Werkzeug, Kautschuk, Kunststoff",PPDS 1.2 geprüft,T 308,Zubehör,Werkzeug,WERKZEUG PSN,"Kautschuk], [Kunststoff",,,,,,Stk.,"0,16",,4018448063385,40081100,,12.3,TRUE,TRUE,TRUE,"€, Stück",NET,1,60,,10000,"https:, images.onetimepim.com, acc-90, images, 8222150_t_308_fugenbrett.jpg"
010.020.0130,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,085000310,PMK 38 SPEED-FLEX POLYMERKLEBER 310 ML,Polymerkleber MS-Polymer grau 310 ml,Polymerkleber auf MS-Polymer-Basis für elastische Verklebungen und Abdichtungen im Innen- und Ausbau. Das Material wird als Kartusche verarbeitet und eignet sich für Anschluss- und Befestigungsarbeiten im Fliesen- und Profilbereich. Material: MS-Polymer; Farbe: grau; Verpackung: 310 ml; Artikelnummer: 085000310.,Polymerkleber MS-Polymer grau 310 ml | PROSEMA,Polymerkleber auf MS-Polymer-Basis für elastische Verklebungen und Abdichtungen im Innen- und Ausbau.,Polymerkleber,"Polymerkleber, MS-Polymer, grau, 310 ml, Kleber, Dichtstoff",PPDS 1.2 geprüft,PMK 38,Zubehör,Verlegematerial,SPEED-FLEX,MS-Polymer,,Grau,,,,Stk.,"0,496",Kartusche 310 ml,4018448089484,35069190,,22.96,TRUE,TRUE,TRUE,"€, Stück",NET,1,12,,10000,"https:, images.onetimepim.com, acc-90, images, dural_speed-flex.jpg"
010.020.0140,100 Werkzeug.100 Zubehör. 0001 Art.Nr.,Dural GmbH,085000311M,FLEX 310 M KLEBEDICHTSTOFF 310 ML,Klebedichtstoff MS-Polymer weiss 310 ml,Klebedichtstoff auf MS-Polymer-Basis für elastische Verklebungen und Abdichtungen im Innen- und Ausbau. Das Material wird als Kartusche verarbeitet und eignet sich für Anschluss- und Befestigungsarbeiten im Fliesen- und Profilbereich. Material: MS-Polymer; Farbe: weiss; Verpackung: 310 ml; Artikelnummer: 085000311M.,Klebedichtstoff MS-Polymer weiss 310 ml | PROSEMA,Klebedichtstoff auf MS-Polymer-Basis für elastische Verklebungen und Abdichtungen im Innen- und Ausbau.,Klebedichtstoff,"Klebedichtstoff, MS-Polymer, weiss, 310 ml, Kleber, Dichtstoff",PPDS 1.2 geprüft,"FLEX 310 M, 1",Zubehör,Verlegematerial,CLASSIC-FLEX,MS-Polymer,,Weiss,,,,Stk.,"0,503",Kartusche 310 ml,4018448093528,35069190,,22.32,TRUE,TRUE,TRUE,"€, Stück",NET,1,12,,10000,"https:, images.onetimepim.com, acc-90, images, kleber_classic-flex_neu.jpg"
050.040.0010,600 Balkon.100 Zubehör.0001,Dural GmbH,090350355,BLFK 355 FUGENKREUZE 35X35X5 15 100 ST.,Fugenkreuze PVC schwarz 100 Stück,"Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Abmessung: 15 mm 3,5 cm; Material: PVC; Farbe: schwarz; Verpackung: 100 Stück; Artikelnummer: 090350355.",Fugenkreuze PVC schwarz 100 Stück | PROSEMA,Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten.,Fugenkreuze,"Fugenkreuze, PVC, schwarz, 100 Stück, Verlegezubehör",PPDS 1.2 geprüft,BLFK 355,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,VERLEGEZUBEHÖR,PVC,,Schwarz,5,"3,5",15,Btl.,"0,5",Beutel 100 Stück,4018448080719,39269097,,28.42,,,,"€, Beutel",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, fugenkreuz_blfk_kreuz_schwarz.jpg?v=2"
050.040.0020,,Dural GmbH,090450455,BLFK 455 FUGENKREUZE 45X45X5 30 100 ST.,Fugenkreuze PVC schwarz 100 Stück,"Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Abmessung: 30 mm 4,5 cm; Material: PVC; Farbe: schwarz; Verpackung: 100 Stück; Artikelnummer: 090450455.",Fugenkreuze PVC schwarz 100 Stück | PROSEMA,Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten.,Fugenkreuze,"Fugenkreuze, PVC, schwarz, 100 Stück, Verlegezubehör",PPDS 1.2 geprüft,BLFK 455,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,VERLEGEZUBEHÖR,PVC,,Schwarz,5,"4,5",30,Btl.,"0,5",Beutel 100 Stück,4018448080702,39269097,,48.84,,,,"€, Beutel",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, fugenkreuz_blfk_kreuz_schwarz.jpg?v=2"
050.040.0030,,Dural GmbH,0904504551,BLTS 455 T STUECKE 45X45X5 MM 100 ST.,"Balkonabschlussprofil PVC schwarz 5 × 30 mm 4,5 cm","Balkonabschlussprofil aus PVC schwarz für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 5 × 30 mm 4,5 cm; Material: PVC; Farbe: schwarz; Verpackung: 100 Stück; Artikelnummer: 0904504551.","Balkonabschlussprofil PVC schwarz 5 × 30 mm 4,5 cm | PROSEMA","Balkonabschlussprofil aus PVC schwarz für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen.",Balkonabschlussprofil PVC,"Balkonabschlussprofil, Balkon, Terrasse, PVC, schwarz, 5 × 30 mm 4,5 cm, Aussenbereich",PPDS 1.2 geprüft,BLTS 455,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,VERLEGEZUBEHÖR,PVC,,Schwarz,5,"4,5",30,Btl.,"1,5",Beutel 100 Stück,4018448080726,39269097,,41.06,,,,"€, Beutel",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, fugenkreuz_blfs_t-form_schwarz.jpg"
010.020.0150,,Dural GmbH,09054032,TR 500 FLIESENMAGNETE,Fliesenmagnete Stahl 4 Stück,"Fliesenmagnete für die fachgerechte Verarbeitung von Fliesen, Platten und Profilen. Der Artikel dient als technisches Zubehör für Verlegung, Ausrichtung oder Befestigung im Innen- und Ausbau. Material: Stahl; Verpackung: 4 Stück; Artikelnummer: 09054032.",Fliesenmagnete Stahl 4 Stück | PROSEMA,"Fliesenmagnete für die fachgerechte Verarbeitung von Fliesen, Platten und Profilen.",Fliesenmagnete,"Fliesenmagnete, Stahl, 4 Stück, Zubehör",PPDS 1.2 geprüft,TR 500,Zubehör,Verlegematerial,FLIESENMAGNETE,Stahl,,,,,,Stk.,"0,14",Blister 4 Stück,4018448070024,82055910,,13.5,,,,"€, Blister",NET,1,50,,10000,"https:, images.onetimepim.com, acc-90, images, fliesenmagnete_tr.jpg"
010.020.0160,,Dural GmbH,09054099,CLIPFIX TR 600 BLISTER 4 STÜCK,Befestigungsclip 4 Stück,"Befestigungsclip für die fachgerechte Verarbeitung von Fliesen, Platten und Profilen. Der Artikel dient als technisches Zubehör für Verlegung, Ausrichtung oder Befestigung im Innen- und Ausbau. Verpackung: 4 Stück; Artikelnummer: 09054099.",Befestigungsclip 4 Stück | PROSEMA,"Befestigungsclip für die fachgerechte Verarbeitung von Fliesen, Platten und Profilen.",Befestigungsclip,"Befestigungsclip, 4 Stück, Zubehör",PPDS 1.2 geprüft,TR 600,Zubehör,Verlegematerial,CLIPFIX,,,,,,,Stk.,"0,07",Blister 4 Stück,4018448069998,73249000,,13.16,,,,"€, Blister",NET,1,50,,10000,"https:, images.onetimepim.com, acc-90, images, clipflix_tr-600.jpg"
050.040.0040,600 Balkon.100 Zubehör.0001,Dural GmbH,090600603,BLFK 603 FUGENKREUZE 60X60X3 20 100 ST.,Fugenkreuze PVC schwarz 100 Stück,Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten. Die Abstandhalter unterstützen eine konstante Fugenbreite während der Verlegung. Abmessung: 20 mm; Material: PVC; Farbe: schwarz; Verpackung: 100 Stück; Artikelnummer: 090600603.,Fugenkreuze PVC schwarz 100 Stück | PROSEMA,Fugenkreuze aus PVC zur gleichmässigen Ausbildung von Fugen bei keramischen Fliesen und Platten.,Fugenkreuze,"Fugenkreuze, PVC, schwarz, 100 Stück, Verlegezubehör",PPDS 1.2 geprüft,BLFK 603,Balkon und Terrasse,Verlegematerial Balkon und Terrasse,VERLEGEZUBEHÖR,PVC,,Schwarz,3,6,20,Btl.,"0,5",Beutel 100 Stück,4018448080696,39269097,,29.8,,,,"€, Beutel",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, fugenkreuz_blfk_kreuz_schwarz.jpg?v=2"
050.040.0050,,Dural GmbH,091001002,BLSTA 1002 AUSGLEICHSPLATTE TPE 100 STK.,Balkonabschlussprofil Kautschuk schwarz 2 mm,"Balkonabschlussprofil aus Kautschuk schwarz für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen. Das Profil unterstützt eine saubere Kantenausbildung und führt Wasser kontrolliert vom Belagsrand weg. Abmessung: 2 mm; Material: Kautschuk; Farbe: schwarz; Verpackung: 100 Stück; Artikelnummer: 091001002.",Balkonabschlussprofil Kautschuk schwarz 2 mm | PROSEMA,"Balkonabschlussprofil aus Kautschuk schwarz für Randabschlüsse, Winkelanschlüsse und Entwässerungsdetails auf Balkon- und Terrassenflächen.",Balkonabschlussprofil Kautschuk,"Balkonabschlussprofil, Balkon, Terrasse, Kautschuk, schwarz, 2 mm, Aussenbereich",PPDS 1.2 geprüft,"BLSTA 1002, 100",Balkon und Terrasse,Verlegematerial Balkon und Terrasse,VERLEGEZUBEHÖR,Kautschuk,,Schwarz,,,2,Btl.,1,Beutel 100 Stück,4018448080689,39269097,,122.4,,,,"€, Beutel",NET,1,,,10000,"https:, images.onetimepim.com, acc-90, images, 91001002_ausgleichsplatte_blsta_1002_kunststoff_schwarz.jpg"
